2021-02-25 09:28:05, 2021-02-25 09:28:35, label_7: The duration is 30 seconds
2021-02-25 09:28:40, 2021-02-25 09:29:00, label_5: The duration is 20 seconds
2021-02-25 09:29:01, 2021-02-25 09:30:52, label_7: The duration is 1 minutes 51 seconds
2021-02-25 09:32:00, 2021-02-25 09:32:18, label_5: The duration is 18 seconds
2021-02-25 09:32:57, 2021-02-25 09:33:11, label_5: The duration is 14 seconds
2021-02-25 09:33:40, 2021-02-25 09:34:18, label_5: The duration is 38 seconds
2021-02-25 09:34:35, 2021-02-25 09:34:53, label_5: The duration is 18 seconds
2021-02-25 09:34:58, 2021-02-25 09:35:10, label_5: The duration is 12 seconds
2021-02-25 09:35:34, 2021-02-25 09:35:54, label_5: The duration is 20 seconds
2021-02-25 09:35:55, 2021-02-25 09:36:10, label_5: The duration is 15 seconds
2021-02-25 09:36:10, 2021-02-25 09:36:53, label_4: The duration is 43 seconds
2021-02-25 09:36:53, 2021-02-25 09:37:00, label_1: The duration is 7 seconds
2021-02-25 09:37:10, 2021-02-25 09:40:47, label_2: The duration is 3 minutes 37 seconds
2021-02-25 09:36:12, 2021-02-25 09:38:12, label_7: The duration is 2 minutes 0 seconds
2021-02-25 09:38:41, 2021-02-25 09:39:23, label_7: The duration is 42 seconds
2021-02-25 09:39:41, 2021-02-25 09:40:50, label_7: The duration is 1 minutes 9 seconds
2021-02-25 09:40:57, 2021-02-25 09:41:31, label_5: The duration is 34 seconds
2021-02-25 09:41:44, 2021-02-25 09:43:24, label_7: The duration is 1 minutes 40 seconds
2021-02-25 09:53:47, 2021-02-25 09:54:04, label_5: The duration is 17 seconds
2021-02-25 09:52:51, 2021-02-25 09:53:47, label_4: The duration is 56 seconds
2021-02-25 09:41:42, 2021-02-25 09:52:51, label_2: The duration is 11 minutes 9 seconds
2021-02-25 09:54:28, 2021-02-25 09:54:38, label_5: The duration is 10 seconds
2021-02-25 09:54:38, 2021-02-25 09:56:18, label_4: The duration is 1 minutes 40 seconds
2021-02-25 09:55:18, 2021-02-25 09:56:01, label_7: The duration is 43 seconds
2021-02-25 09:56:18, 2021-02-25 09:56:52, label_5: The duration is 34 seconds
2021-02-25 09:56:52, 2021-02-25 09:57:17, label_4: The duration is 25 seconds
2021-02-25 09:57:17, 2021-02-25 09:57:36, label_5: The duration is 19 seconds
2021-02-25 09:57:36, 2021-02-25 09:58:00, label_4: The duration is 24 seconds
2021-02-25 09:58:00, 2021-02-25 09:58:14, label_5: The duration is 14 seconds
2021-02-25 09:58:14, 2021-02-25 09:58:41, label_4: The duration is 27 seconds
2021-02-25 09:58:41, 2021-02-25 09:58:57, label_5: The duration is 16 seconds
2021-02-25 09:59:14, 2021-02-25 09:59:33, label_4: The duration is 19 seconds
2021-02-25 09:59:33, 2021-02-25 09:59:48, label_2: The duration is 15 seconds
2021-02-25 09:59:48, 2021-02-25 10:00:00, label_4: The duration is 12 seconds
2021-02-25 09:59:01, 2021-02-25 10:00:55, label_7: The duration is 1 minutes 54 seconds
2021-02-25 10:01:40, 2021-02-25 10:03:12, label_7: The duration is 1 minutes 32 seconds
2021-02-25 10:00:00, 2021-02-25 10:01:02, label_2: The duration is 1 minutes 2 seconds
2021-02-25 10:01:02, 2021-02-25 10:01:24, label_4: The duration is 22 seconds
2021-02-25 10:01:24, 2021-02-25 10:02:47, label_2: The duration is 1 minutes 23 seconds
2021-02-25 10:02:47, 2021-02-25 10:03:00, label_1: The duration is 13 seconds
2021-02-25 10:04:10, 2021-02-25 10:04:56, label_2: The duration is 46 seconds
2021-02-25 10:04:56, 2021-02-25 10:05:11, label_1: The duration is 15 seconds
2021-02-25 10:05:30, 2021-02-25 10:05:58, label_5: The duration is 28 seconds
2021-02-25 10:05:58, 2021-02-25 10:06:23, label_4: The duration is 25 seconds
2021-02-25 10:06:23, 2021-02-25 10:06:43, label_5: The duration is 20 seconds
2021-02-25 10:06:43, 2021-02-25 10:07:20, label_4: The duration is 37 seconds
2021-02-25 10:07:20, 2021-02-25 10:07:35, label_5: The duration is 15 seconds
2021-02-25 10:07:35, 2021-02-25 10:08:02, label_4: The duration is 27 seconds
2021-02-25 10:08:02, 2021-02-25 10:08:23, label_5: The duration is 21 seconds
2021-02-25 10:08:23, 2021-02-25 10:08:46, label_4: The duration is 23 seconds
2021-02-25 10:08:46, 2021-02-25 10:09:11, label_5: The duration is 25 seconds
2021-02-25 10:09:11, 2021-02-25 10:09:34, label_4: The duration is 23 seconds
2021-02-25 10:09:34, 2021-02-25 10:09:54, label_5: The duration is 20 seconds
2021-02-25 10:09:54, 2021-02-25 10:10:22, label_4: The duration is 28 seconds
2021-02-25 10:10:22, 2021-02-25 10:10:49, label_5: The duration is 27 seconds
2021-02-25 10:10:49, 2021-02-25 10:11:22, label_4: The duration is 33 seconds
2021-02-25 10:11:22, 2021-02-25 10:13:59, label_2: The duration is 2 minutes 37 seconds
2021-02-25 10:14:20, 2021-02-25 10:17:18, label_4: The duration is 2 minutes 58 seconds
2021-02-25 10:30:07, 2021-02-25 10:30:13, label_1: The duration is 6 seconds
2021-02-25 10:30:20, 2021-02-25 10:38:59, label_2: The duration is 8 minutes 39 seconds
2021-02-25 10:31:11, 2021-02-25 10:33:15, label_0: The duration is 2 minutes 4 seconds
2021-02-25 10:33:24, 2021-02-25 10:33:35, label_0: The duration is 11 seconds
2021-02-25 10:33:39, 2021-02-25 10:38:25, label_0: The duration is 4 minutes 46 seconds
2021-02-25 10:39:03, 2021-02-25 10:39:16, label_1: The duration is 13 seconds
2021-02-25 10:40:50, 2021-02-25 10:40:59, label_1: The duration is 9 seconds
2021-02-25 10:42:39, 2021-02-25 10:55:21, label_2: The duration is 12 minutes 42 seconds
2021-02-25 10:55:55, 2021-02-25 10:56:25, label_4: The duration is 30 seconds
2021-02-25 10:56:25, 2021-02-25 10:56:50, label_4: The duration is 25 seconds
2021-02-25 10:58:35, 2021-02-25 10:58:47, label_1: The duration is 12 seconds
2021-02-25 11:37:40, 2021-02-25 11:44:03, label_2: The duration is 6 minutes 23 seconds
2021-02-25 11:44:35, 2021-02-25 11:44:54, label_5: The duration is 19 seconds
2021-02-25 11:44:54, 2021-02-25 11:45:10, label_4: The duration is 16 seconds
2021-02-25 11:45:10, 2021-02-25 11:45:35, label_5: The duration is 25 seconds
2021-02-25 11:45:35, 2021-02-25 11:45:50, label_4: The duration is 15 seconds
2021-02-25 11:45:50, 2021-02-25 11:46:00, label_5: The duration is 10 seconds
2021-02-25 11:46:00, 2021-02-25 11:46:35, label_4: The duration is 35 seconds
2021-02-25 11:46:35, 2021-02-25 11:47:01, label_5: The duration is 26 seconds
2021-02-25 11:47:01, 2021-02-25 11:47:16, label_4: The duration is 15 seconds
2021-02-25 11:47:16, 2021-02-25 11:48:07, label_5: The duration is 51 seconds
2021-02-25 11:48:07, 2021-02-25 11:48:22, label_4: The duration is 15 seconds
2021-02-25 11:48:22, 2021-02-25 11:48:57, label_5: The duration is 35 seconds
2021-02-25 11:48:57, 2021-02-25 11:49:22, label_4: The duration is 25 seconds
2021-02-25 11:49:22, 2021-02-25 11:49:32, label_5: The duration is 10 seconds
2021-02-25 11:49:02, 2021-02-25 11:49:07, label_7: The duration is 5 seconds
2021-02-25 11:49:02, 2021-02-25 11:49:50, label_4: The duration is 48 seconds
2021-02-25 11:49:50, 2021-02-25 11:50:30, label_5: The duration is 40 seconds
2021-02-25 11:50:45, 2021-02-25 11:53:41, label_7: The duration is 2 minutes 56 seconds
2021-02-25 11:51:14, 2021-02-25 11:51:23, label_1: The duration is 9 seconds
2021-02-25 11:52:20, 2021-02-25 11:52:31, label_1: The duration is 11 seconds
2021-02-25 11:53:19, 2021-02-25 11:53:39, label_1: The duration is 20 seconds
2021-02-25 11:53:54, 2021-02-25 11:54:03, label_5: The duration is 9 seconds
2021-02-25 11:54:43, 2021-02-25 11:57:25, label_2: The duration is 2 minutes 42 seconds
2021-02-25 11:54:12, 2021-02-25 11:54:39, label_7: The duration is 27 seconds
2021-02-25 11:57:33, 2021-02-25 11:57:58, label_5: The duration is 25 seconds
2021-02-25 11:57:58, 2021-02-25 11:58:44, label_4: The duration is 46 seconds
2021-02-25 11:58:44, 2021-02-25 11:59:00, label_5: The duration is 16 seconds
2021-02-25 11:59:00, 2021-02-25 11:59:35, label_4: The duration is 35 seconds
2021-02-25 11:59:14, 2021-02-25 11:59:30, label_7: The duration is 16 seconds
2021-02-25 11:59:35, 2021-02-25 12:00:30, label_5: The duration is 55 seconds
2021-02-25 12:00:34, 2021-02-25 12:00:53, label_7: The duration is 19 seconds
2021-02-25 12:00:30, 2021-02-25 12:01:21, label_4: The duration is 51 seconds
2021-02-25 12:01:21, 2021-02-25 12:02:51, label_5: The duration is 1 minutes 30 seconds
2021-02-25 12:02:51, 2021-02-25 12:03:20, label_4: The duration is 29 seconds
2021-02-25 12:03:37, 2021-02-25 12:04:18, label_4: The duration is 41 seconds
2021-02-25 12:03:20, 2021-02-25 12:05:38, label_5: The duration is 2 minutes 18 seconds
2021-02-25 12:04:55, 2021-02-25 12:05:10, label_7: The duration is 15 seconds
2021-02-25 12:05:38, 2021-02-25 12:05:55, label_5: The duration is 17 seconds
2021-02-25 12:06:05, 2021-02-25 12:06:29, label_7: The duration is 24 seconds
2021-02-25 12:05:55, 2021-02-25 12:07:08, label_4: The duration is 1 minutes 13 seconds
2021-02-25 12:07:08, 2021-02-25 12:07:29, label_5: The duration is 21 seconds
2021-02-25 12:07:31, 2021-02-25 12:08:00, label_7: The duration is 29 seconds
2021-02-25 12:07:29, 2021-02-25 12:08:15, label_4: The duration is 46 seconds
2021-02-25 12:08:15, 2021-02-25 12:08:25, label_5: The duration is 10 seconds
2021-02-25 12:08:25, 2021-02-25 12:09:28, label_4: The duration is 1 minutes 3 seconds
2021-02-25 12:08:57, 2021-02-25 12:09:25, label_7: The duration is 28 seconds
2021-02-25 12:09:28, 2021-02-25 12:09:38, label_5: The duration is 10 seconds
2021-02-25 12:09:38, 2021-02-25 12:10:18, label_4: The duration is 40 seconds
2021-02-25 12:09:47, 2021-02-25 12:10:05, label_7: The duration is 18 seconds
2021-02-25 12:10:18, 2021-02-25 12:10:34, label_5: The duration is 16 seconds
2021-02-25 12:10:34, 2021-02-25 12:11:06, label_4: The duration is 32 seconds
2021-02-25 12:10:43, 2021-02-25 12:11:03, label_7: The duration is 20 seconds
2021-02-25 12:11:06, 2021-02-25 12:12:06, label_5: The duration is 1 minutes 0 seconds
2021-02-25 12:12:48, 2021-02-25 12:16:13, label_2: The duration is 3 minutes 25 seconds
2021-02-25 12:12:27, 2021-02-25 12:16:10, label_7: The duration is 3 minutes 43 seconds
2021-02-25 12:16:33, 2021-02-25 12:18:20, label_5: The duration is 1 minutes 47 seconds
2021-02-25 12:18:41, 2021-02-25 12:19:07, label_5: The duration is 26 seconds
2021-02-25 12:19:20, 2021-02-25 12:20:50, label_2: The duration is 1 minutes 30 seconds
2021-02-25 12:20:02, 2021-02-25 12:20:28, label_5: The duration is 26 seconds
2021-02-25 12:20:59, 2021-02-25 12:21:09, label_5: The duration is 10 seconds
2021-02-25 12:25:12, 2021-02-25 12:25:38, label_2: The duration is 26 seconds
2021-02-25 12:25:50, 2021-02-25 12:26:11, label_2: The duration is 21 seconds
2021-02-25 12:26:23, 2021-02-25 12:26:57, label_2: The duration is 34 seconds
2021-02-25 12:25:17, 2021-02-25 12:26:02, label_7: The duration is 45 seconds
2021-02-25 12:30:45, 2021-02-25 12:31:04, label_2: The duration is 19 seconds
2021-02-25 12:32:16, 2021-02-25 12:34:50, label_4: The duration is 2 minutes 34 seconds
2021-02-25 12:38:37, 2021-02-25 12:38:44, label_1: The duration is 7 seconds
2021-02-25 12:39:20, 2021-02-25 12:40:18, label_2: The duration is 58 seconds
2021-02-25 12:40:37, 2021-02-25 12:40:47, label_1: The duration is 10 seconds
2021-02-25 12:41:14, 2021-02-25 12:41:38, label_5: The duration is 24 seconds
2021-02-25 12:42:54, 2021-02-25 12:43:23, label_5: The duration is 29 seconds
2021-02-25 12:43:57, 2021-02-25 12:45:50, label_2: The duration is 1 minutes 53 seconds
2021-02-25 12:44:42, 2021-02-25 12:58:50, label_8: The duration is 14 minutes 8 seconds
2021-02-25 12:45:54, 2021-02-25 12:46:22, label_4: The duration is 28 seconds
2021-02-25 12:46:22, 2021-02-25 12:46:38, label_5: The duration is 16 seconds
2021-02-25 12:46:38, 2021-02-25 12:47:22, label_4: The duration is 44 seconds
2021-02-25 12:48:09, 2021-02-25 12:50:45, label_2: The duration is 2 minutes 36 seconds
2021-02-25 12:47:22, 2021-02-25 12:47:40, label_5: The duration is 18 seconds
2021-02-25 12:47:40, 2021-02-25 12:51:14, label_4: The duration is 3 minutes 34 seconds
2021-02-25 12:51:14, 2021-02-25 12:51:34, label_5: The duration is 20 seconds
2021-02-25 12:51:34, 2021-02-25 12:52:50, label_4: The duration is 1 minutes 16 seconds
2021-02-25 12:52:50, 2021-02-25 12:53:04, label_5: The duration is 14 seconds
2021-02-25 12:53:04, 2021-02-25 12:53:45, label_4: The duration is 41 seconds
2021-02-25 12:53:45, 2021-02-25 12:56:03, label_2: The duration is 2 minutes 18 seconds
2021-02-25 12:56:03, 2021-02-25 12:56:27, label_4: The duration is 24 seconds
2021-02-25 12:56:27, 2021-02-25 12:56:39, label_5: The duration is 12 seconds
2021-02-25 12:56:39, 2021-02-25 12:58:12, label_4: The duration is 1 minutes 33 seconds
2021-02-25 12:58:12, 2021-02-25 12:58:20, label_5: The duration is 8 seconds
2021-02-25 12:59:25, 2021-02-25 12:59:33, label_2: The duration is 8 seconds
2021-02-25 12:59:43, 2021-02-25 12:59:56, label_5: The duration is 13 seconds
2021-02-25 13:02:27, 2021-02-25 13:02:50, label_2: The duration is 23 seconds
2021-02-25 13:02:33, 2021-02-25 13:11:33, label_9: The duration is 9 minutes 0 seconds
2021-02-25 13:02:50, 2021-02-25 13:03:00, label_4: The duration is 10 seconds
2021-02-25 13:03:00, 2021-02-25 13:03:14, label_5: The duration is 14 seconds
2021-02-25 13:03:14, 2021-02-25 13:03:52, label_4: The duration is 38 seconds
2021-02-25 13:03:10, 2021-02-25 13:03:20, label_10: The duration is 10 seconds
2021-02-25 13:03:26, 2021-02-25 13:03:33, label_10: The duration is 7 seconds
2021-02-25 13:03:41, 2021-02-25 13:03:46, label_10: The duration is 5 seconds
2021-02-25 13:03:55, 2021-02-25 13:04:13, label_10: The duration is 18 seconds
2021-02-25 13:04:23, 2021-02-25 13:04:34, label_10: The duration is 11 seconds
2021-02-25 13:03:52, 2021-02-25 13:07:23, label_4: The duration is 3 minutes 31 seconds
2021-02-25 13:07:23, 2021-02-25 13:07:36, label_2: The duration is 13 seconds
2021-02-25 13:07:36, 2021-02-25 13:09:55, label_4: The duration is 2 minutes 19 seconds
2021-02-25 13:04:42, 2021-02-25 13:04:50, label_10: The duration is 8 seconds
2021-02-25 13:04:55, 2021-02-25 13:05:00, label_10: The duration is 5 seconds
2021-02-25 13:05:05, 2021-02-25 13:05:11, label_10: The duration is 6 seconds
2021-02-25 13:05:20, 2021-02-25 13:05:46, label_10: The duration is 26 seconds
2021-02-25 13:05:55, 2021-02-25 13:06:06, label_10: The duration is 11 seconds
2021-02-25 13:06:12, 2021-02-25 13:06:17, label_10: The duration is 5 seconds
2021-02-25 13:06:22, 2021-02-25 13:06:39, label_10: The duration is 17 seconds
2021-02-25 13:06:44, 2021-02-25 13:07:00, label_10: The duration is 16 seconds
2021-02-25 13:08:40, 2021-02-25 13:10:10, label_10: The duration is 1 minutes 30 seconds
2021-02-25 13:07:12, 2021-02-25 13:07:45, label_10: The duration is 33 seconds
2021-02-25 13:09:55, 2021-02-25 13:10:54, label_4: The duration is 59 seconds
2021-02-25 13:10:54, 2021-02-25 13:11:11, label_2: The duration is 17 seconds
2021-02-25 13:11:11, 2021-02-25 13:11:56, label_4: The duration is 45 seconds
2021-02-25 13:11:56, 2021-02-25 13:12:13, label_2: The duration is 17 seconds
2021-02-25 13:11:56, 2021-02-25 13:13:39, label_4: The duration is 1 minutes 43 seconds
2021-02-25 13:13:39, 2021-02-25 13:16:36, label_2: The duration is 2 minutes 57 seconds
2021-02-25 13:10:36, 2021-02-25 13:10:55, label_10: The duration is 19 seconds
2021-02-25 13:12:00, 2021-02-25 13:32:00, label_9: The duration is 20 minutes 0 seconds
2021-02-25 13:16:36, 2021-02-25 13:16:56, label_4: The duration is 20 seconds
2021-02-25 13:16:56, 2021-02-25 13:18:30, label_2: The duration is 1 minutes 34 seconds
2021-02-25 13:18:30, 2021-02-25 13:18:52, label_4: The duration is 22 seconds
2021-02-25 13:18:52, 2021-02-25 13:23:50, label_2: The duration is 4 minutes 58 seconds
2021-02-25 13:23:50, 2021-02-25 13:24:13, label_4: The duration is 23 seconds
2021-02-25 13:24:13, 2021-02-25 13:24:23, label_2: The duration is 10 seconds
2021-02-25 13:24:23, 2021-02-25 13:24:36, label_4: The duration is 13 seconds
2021-02-25 13:24:36, 2021-02-25 13:25:00, label_2: The duration is 24 seconds
2021-02-25 13:25:00, 2021-02-25 13:25:45, label_4: The duration is 45 seconds
2021-02-25 13:25:45, 2021-02-25 13:26:17, label_2: The duration is 32 seconds
2021-02-25 13:26:17, 2021-02-25 13:26:30, label_4: The duration is 13 seconds
2021-02-25 13:26:30, 2021-02-25 13:26:46, label_2: The duration is 16 seconds
2021-02-25 13:26:46, 2021-02-25 13:27:03, label_4: The duration is 17 seconds
2021-02-25 13:27:03, 2021-02-25 13:27:14, label_2: The duration is 11 seconds
2021-02-25 13:27:14, 2021-02-25 13:27:36, label_4: The duration is 22 seconds
2021-02-25 13:27:36, 2021-02-25 13:28:07, label_2: The duration is 31 seconds
2021-02-25 13:28:07, 2021-02-25 13:28:34, label_4: The duration is 27 seconds
2021-02-25 13:28:34, 2021-02-25 13:28:50, label_2: The duration is 16 seconds
2021-02-25 13:28:50, 2021-02-25 13:30:10, label_4: The duration is 1 minutes 20 seconds
2021-02-25 13:30:10, 2021-02-25 13:30:30, label_2: The duration is 20 seconds
2021-02-25 13:30:30, 2021-02-25 13:31:21, label_4: The duration is 51 seconds
2021-02-25 13:31:21, 2021-02-25 13:31:50, label_2: The duration is 29 seconds
2021-02-25 13:31:50, 2021-02-25 13:32:07, label_4: The duration is 17 seconds
2021-02-25 13:25:00, 2021-02-25 13:25:30, label_10: The duration is 30 seconds
2021-02-25 13:26:00, 2021-02-25 13:27:00, label_10: The duration is 1 minutes 0 seconds
2021-02-25 13:32:07, 2021-02-25 13:32:11, label_1: The duration is 4 seconds
2021-02-25 13:32:11, 2021-02-25 13:33:10, label_4: The duration is 59 seconds
2021-02-25 13:33:10, 2021-02-25 13:34:08, label_2: The duration is 58 seconds
2021-02-25 13:34:08, 2021-02-25 13:34:32, label_4: The duration is 24 seconds
2021-02-25 13:34:32, 2021-02-25 13:35:06, label_2: The duration is 34 seconds
2021-02-25 13:35:06, 2021-02-25 13:36:11, label_4: The duration is 1 minutes 5 seconds
2021-02-25 13:37:10, 2021-02-25 13:37:22, label_2: The duration is 12 seconds
2021-02-25 13:32:20, 2021-02-25 14:13:39, label_8: The duration is 41 minutes 19 seconds
2021-02-25 13:32:55, 2021-02-25 13:36:02, label_11: The duration is 3 minutes 7 seconds
2021-02-25 13:36:25, 2021-02-25 13:36:36, label_11: The duration is 11 seconds
2021-02-25 13:36:11, 2021-02-25 13:36:19, label_1: The duration is 8 seconds
2021-02-25 13:36:19, 2021-02-25 13:36:36, label_4: The duration is 17 seconds
2021-02-25 13:36:36, 2021-02-25 13:36:42, label_5: The duration is 6 seconds
2021-02-25 13:36:42, 2021-02-25 13:37:10, label_4: The duration is 28 seconds
2021-02-25 13:37:22, 2021-02-25 13:37:45, label_4: The duration is 23 seconds
2021-02-25 13:37:10, 2021-02-25 13:37:30, label_11: The duration is 20 seconds
2021-02-25 13:37:45, 2021-02-25 13:40:50, label_11: The duration is 3 minutes 5 seconds
2021-02-25 13:37:45, 2021-02-25 13:37:55, label_5: The duration is 10 seconds
2021-02-25 13:37:55, 2021-02-25 13:38:20, label_4: The duration is 25 seconds
2021-02-25 13:38:20, 2021-02-25 13:38:45, label_5: The duration is 25 seconds
2021-02-25 13:38:45, 2021-02-25 13:39:20, label_4: The duration is 35 seconds
2021-02-25 13:39:20, 2021-02-25 13:39:40, label_5: The duration is 20 seconds
2021-02-25 13:39:40, 2021-02-25 13:40:30, label_4: The duration is 50 seconds
2021-02-25 13:40:30, 2021-02-25 13:42:00, label_4: The duration is 1 minutes 30 seconds
2021-02-25 13:42:00, 2021-02-25 13:42:20, label_5: The duration is 20 seconds
2021-02-25 13:42:20, 2021-02-25 13:43:00, label_4: The duration is 40 seconds
2021-02-25 13:43:00, 2021-02-25 13:43:47, label_2: The duration is 47 seconds
2021-02-25 13:43:47, 2021-02-25 13:45:07, label_4: The duration is 1 minutes 20 seconds
2021-02-25 13:41:10, 2021-02-25 13:42:20, label_11: The duration is 1 minutes 10 seconds
2021-02-25 13:45:07, 2021-02-25 13:45:12, label_1: The duration is 5 seconds
2021-02-25 13:45:12, 2021-02-25 13:45:46, label_4: The duration is 34 seconds
2021-02-25 13:45:46, 2021-02-25 13:45:50, label_1: The duration is 4 seconds
2021-02-25 13:42:20, 2021-02-25 13:45:55, label_11: The duration is 3 minutes 35 seconds
2021-02-25 13:45:50, 2021-02-25 13:46:58, label_4: The duration is 1 minutes 8 seconds
2021-02-25 13:46:58, 2021-02-25 13:56:52, label_2: The duration is 9 minutes 54 seconds
